Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI,CSI-MRI,Yrs In Designation As CSI-MRI
2026,02,Clark,02071.1,Stevens ES,Regular,68.5,4,YES,62.4,53.4,27.5,YES,YES,62.9,54.7,34.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02072.1,Mathis ES,Regular,57.5,3,NO,60.8,58.7,28.4,YES,YES,52.8,42,47.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.1,NO,N/A,NO,YES,4,NO,N/A
2026,02,Clark,02073.1,Heard ES,Regular,52.5,3,YES,48.5,47.5,17.6,YES,YES,51.9,42.3,39.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02074.1,Snyder D ES,Regular,44.5,2,NO,49,43.9,17.3,YES,YES,48.2,34.2,55.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02075.1,NWCTA ES,Regular,95,Not Rated,NO,N/A,N/A,N/A,YES,YES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02076.1,Duncan ES,Regular,18,1,YES,29.4,22.1,<5,YES,YES,32.7,21.3,32.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.7,YES,1,NO,NO,N/A,NO,N/A
2026,02,Clark,02077.1,Wallin ES,Regular,60.5,3,NO,67.8,59.7,36.2,NO,YES,57.1,44.3,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02078.1,Stuckey ES,Regular,92,5,NO,67.6,58.3,35.2,YES,YES,76.3,60.6,57.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02079.1,Keller ES,Regular,64,3,YES,45.2,37.8,6.6,YES,YES,55.6,45.8,57.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02080.1,Fine ES,Regular,33.5,2,NO,44.4,39.9,8.3,YES,YES,45.5,24.7,52.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,NO,N/A,NO,YES,4,NO,N/A
2026,02,Clark,02081.1,Bozarth ES,Regular,61,3,NO,61.6,56.7,22.2,YES,YES,56.7,50.5,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02082.1,Triggs ES,Regular,80.5,4,NO,56.1,46.2,15,YES,YES,66.2,55.1,65.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02083.1,ORoarke ES,Regular,73.5,4,NO,71.3,59.3,60,YES,YES,66.6,52.9,35.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02084.1,Reedom ES,Regular,49.5,2,NO,56,49.1,15,YES,YES,45.1,42.1,53.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.2,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02085.1,Diaz ES,Regular,22.5,1,YES,26.6,17.2,<5,YES,YES,32.8,20.9,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02086.1,Scott ES,Regular,12.5,1,YES,26.1,16.8,<5,YES,YES,32.3,13.4,31.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.3,YES,1,NO,NO,N/A,NO,N/A
2026,02,Clark,02089.1,West Prep ES,Regular,39.5,2,YES,38.1,29.2,<5,YES,YES,49.1,30.1,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02090.1,Smalley ES,Regular,96.1,5,NO,85.1,79,45.7,YES,YES,76.4,74.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02091.1,Perkins C ES,Regular,22,1,YES,25.1,23,5.6,YES,YES,38.8,22.9,45.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.9,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02094.1,Dickens ES,Regular,43.5,2,YES,40.3,32.9,12.6,YES,YES,48.6,39.4,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02095.1,Bailey ES,Regular,39.5,2,YES,40,34.7,7,YES,YES,44.9,35.5,56.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02096.1,Roundy ES,Regular,19,1,YES,23.6,19.2,<5,YES,YES,27.2,15.6,38.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02097.1,Forbuss ES,Regular,49.5,2,NO,54.3,48,27.1,YES,YES,50,43.5,44.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02098.1,Steele ES,Regular,41,2,NO,53,52.6,20.4,YES,YES,45.9,34.7,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02099.1,Schorr ES,Regular,70,4,NO,59,51.8,26.6,NO,NO,61.9,48.5,45.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02100.1,Ward Kitty ES,Regular,73,4,NO,73.3,65,35.2,NO,NO,62.9,50.2,38.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02101.1,Blue Diamond ES,Regular,95.3,5,NO,-,-,-,YES,YES,80,>95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02102.1,Goodsprings ES,Regular,5,Not Rated,YES,-,-,-,YES,YES,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02103.1,Lundy ES,Regular,100,Not Rated,NO,-,-,N/A,YES,YES,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02104.1,Reid ES,Regular,10,Not Rated,YES,-,-,-,YES,YES,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02105.1,King Martin ES,Regular,12.5,1,YES,21.5,13.7,<5,YES,YES,25.5,5.8,34.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.8,YES,2,NO,NO,N/A,NO,N/A
2026,02,Clark,02106.1,Deskin ES,Regular,55,3,YES,57,47.8,16,NO,NO,50.3,41.4,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02107.1,Kim ES,Regular,65.5,3,YES,47.8,43.4,16.3,YES,YES,57.5,50.4,60.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02108.1,Beatty J ES,Regular,42,2,YES,57.7,42.2,15.5,YES,YES,55.2,34.3,42.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02109.1,Christensen ES,Regular,29.5,2,YES,53.5,35.6,10.5,NO,NO,40.7,27.1,43.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02110.1,Parson ES,Regular,12,1,YES,24.5,16.2,<5,YES,YES,34.2,<5,36.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.1,YES,1,NO,NO,N/A,NO,N/A
2026,02,Clark,02111.1,Dooley ES,Regular,57.5,3,NO,54.7,46.6,17.6,YES,YES,59.5,37.2,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02112.1,Mendoza ES,Regular,41.5,2,YES,37.9,32,5.3,YES,YES,45.9,31.6,54.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,YES,1,NO,NO,N/A,NO,N/A
2026,02,Clark,02113.1,McMillan ES,Regular,41,2,YES,43.5,35.5,9.3,YES,YES,48.4,34.1,56.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02114.1,Perkins U ES,Regular,55,3,NO,41.9,48.3,15.7,YES,YES,44.4,66.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02115.1,Lynch ES,Regular,27,2,YES,22,17.3,<5,YES,YES,30,29,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02116.1,Woolley ES,Regular,45,2,YES,35.7,24.9,8.6,YES,YES,47.4,30.5,47.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02117.1,Lunt ES,Regular,20,1,YES,20.3,14.3,<5,YES,YES,29.6,17.5,37.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.1,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02118.1,Eisenberg ES,Regular,58.5,3,YES,49.2,46.6,10.6,YES,YES,51.9,43.8,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02119.1,Fong ES,Regular,25,1,YES,35.8,27.5,<5,NO,NO,39.3,11.2,52.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.1,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02120.1,Gibson ES,Regular,61,3,NO,57.9,54.2,22.8,YES,YES,56.6,50.8,38.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02121.1,Wynn ES,Regular,20,1,YES,28,21,5.3,YES,YES,33.6,14.9,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02122.1,Hill ES,Regular,81.5,4,YES,54.5,55,27.5,NO,NO,66.6,65.9,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02123.1,Jacobson ES,Regular,39.5,2,YES,34.8,27.9,9.5,YES,YES,49.3,20.9,45.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02124.1,Derfelt ES,Regular,44,2,YES,48.1,38.5,31,NO,NO,50.3,34.6,61.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.4,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02125.1,Cunningham ES,Regular,55.5,3,YES,41,31.7,7.2,NO,NO,49.4,38.1,57.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02126.1,Cox D ES,Regular,66,3,NO,60.7,55.9,30.8,YES,YES,54.1,40.2,81.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02127.1,Treem ES,Regular,54,3,YES,54.9,42.7,33.8,YES,YES,54.9,31.2,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02128.1,Rundle ES,Regular,35,2,YES,39.7,28.7,8.9,YES,YES,41.8,28,59.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02129.1,Herr ES,Regular,25,1,YES,42.9,35.3,6.6,YES,YES,40.6,29.6,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02130.1,Dailey ES,Regular,46,2,YES,42.3,25.9,7.9,YES,NO,56.5,29,47.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02131.1,Adams ES,Regular,18.5,1,YES,35.1,30.2,8.7,YES,YES,26.4,23.5,37.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02132.1,May ES,Regular,78,4,NO,57.2,48.4,24.7,YES,YES,60.9,47.1,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02133.1,Kahre ES,Regular,26.5,1,YES,42.3,33.7,16,YES,YES,45.2,15.9,46.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.7,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02134.1,Katz ES,Regular,17.5,1,YES,29.5,19.3,<5,YES,YES,33.9,19.1,48.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.9,YES,2,NO,NO,N/A,NO,N/A
2026,02,Clark,02135.1,Jydstrup ES,Regular,76.5,4,YES,53.9,57.5,16.1,YES,YES,60.6,59.5,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02136.1,King Martha ES,Regular,70,4,NO,65.2,57,43.3,YES,YES,59,46,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02137.1,Bartlett ES,Regular,49,2,NO,54,48.6,28.9,NO,NO,50,40.5,58.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02138.1,Bendorf ES,Regular,22.5,1,YES,36.8,31.6,10.2,YES,YES,37.4,24.4,46.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.7,YES,1,NO,NO,N/A,NO,N/A
2026,02,Clark,02139.1,Thorpe ES,Regular,50.5,3,YES,39.1,34.9,11.2,NO,NO,48.6,39.2,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02140.1,Antonello ES,Regular,33,2,YES,43.6,33.9,21.3,YES,YES,45,29.8,34.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.2,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02141.1,Lummis ES,Regular,79,4,NO,72,61.4,19.2,YES,YES,63,45.2,76.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02142.1,Wiener ES,Regular,37.5,2,YES,37.4,28.2,<5,YES,YES,46.5,16.8,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02143.1,Fitzgerald ES,Regular,30.5,2,YES,27.8,30.9,<5,YES,YES,31.4,28.7,43.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02144.1,Lowman ES,Regular,18.5,1,YES,25.5,18.1,<5,YES,YES,28.8,17,43.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.1,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02145.1,Piggott ACAD ES,Regular,86,5,NO,70.8,66.7,36.5,YES,YES,67.1,48.8,71.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02146.1,Newton ES,Regular,43.5,2,NO,57.2,48,15.3,YES,YES,49.7,29.8,53.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02147.1,Bruner ES,Regular,35.5,2,YES,37.3,29.3,8,NO,NO,45,24.7,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02148.1,Bryan Richard ES,Regular,53,3,YES,51.5,45.9,18.6,NO,NO,52,38.7,58.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02149.1,Wilhelm ES,Regular,36.5,2,YES,28,33,8.6,YES,YES,36.4,47.2,30.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.1,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02150.1,Roberts ES,Regular,27.5,2,YES,38.9,25.1,8.3,YES,YES,40.1,23.4,52.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02151.1,Allen ES,Regular,43,2,NO,55.7,45.7,12.6,YES,YES,46,40.4,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.5,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02152.1,Wolfe ES,Regular,59,3,YES,49.7,33.9,11.6,YES,YES,51,50.7,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02153.1,Goldfarb ES,Regular,47,2,YES,50.3,46.7,11.8,YES,YES,42.3,34.6,66.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02154.1,Vanderburg ES,Regular,73.5,4,NO,71.9,66.2,39.7,YES,YES,57.7,48.8,69.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02155.1,Cambeiro ES,Regular,21.5,1,YES,25.2,24.7,<5,YES,YES,36.7,16.9,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.9,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02156.1,Bryan Roger ES,Regular,61.5,3,YES,54.7,50.9,19,YES,YES,50.6,47.8,55.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02157.1,Bonner ES,Regular,96,5,NO,73.3,72.8,36.1,YES,YES,71.9,60.8,57.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02158.1,Cartwright ES,Regular,56.5,3,YES,45.6,39.1,15.1,YES,YES,54,42.6,54.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02159.1,Bowler Joseph ES,Regular,17,1,YES,33.6,29.2,7.1,YES,YES,38.6,24.8,28.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.2,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02160.1,Rhodes ES,Regular,55.5,3,NO,59.4,50.5,21.2,YES,YES,54.2,34.9,64.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02161.1,Guy ES,Regular,39,2,YES,33.5,32,<5,YES,YES,40.4,33.5,51.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02162.1,Morrow ES,Regular,61,3,NO,56.8,50.2,30.3,YES,YES,61.9,38,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02163.1,Bunker ES,Regular,19.5,1,YES,23.8,19.7,8,YES,YES,26.8,16.9,48.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,YES,3,NO,NO,N/A,NO,N/A
2026,02,Clark,02164.1,Elizondo ES,Regular,15,1,YES,28.7,24,<5,YES,YES,28.8,20.1,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.9,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02165.1,Cortez ES,Regular,25,1,YES,30,24.7,9.7,NO,YES,43.5,24.5,39.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.3,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02166.1,Lamping ES,Regular,84.5,5,NO,70.6,63.6,35.2,YES,YES,68.7,62.4,58.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02167.1,Garehime ES,Regular,22,1,YES,38.3,30.4,7.2,YES,YES,31.7,20.5,48.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02168.1,Hayes ES,Regular,53.5,3,YES,57.6,46.5,44.7,YES,YES,50.3,32.7,52.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02169.1,Kesterson ES,Regular,41.5,2,YES,49.5,50.4,17.3,NO,NO,43.8,43.8,25.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02170.1,Neal ES,Regular,81.5,4,NO,61.8,50.2,30.3,YES,YES,68.6,56.2,45.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02171.1,Carl ES,Regular,49.5,2,YES,50,44.8,16.6,YES,YES,54,36.4,65.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,NO,N/A,NO,YES,3,NO,N/A
2026,02,Clark,02172.1,Darnell ES,Regular,86.5,5,NO,64.7,61.1,43.7,NO,NO,69.3,56.6,58.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02173.1,Heckethorn ES,Regular,46.5,2,NO,58.4,52.8,17,YES,YES,56,39,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.3,NO,N/A,NO,YES,2,NO,N/A
2026,02,Clark,02174.1,Rogers ES,Regular,56,3,YES,53.3,47.5,22.5,YES,YES,56.2,41.7,55.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,NO,N/A,NO,YES,1,NO,N/A
2026,02,Clark,02175.1,Snyder W ES,Regular,34.5,2,YES,31.9,29.3,<5,YES,YES,43.8,32.4,38.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02176.1,Twitchell ES,Regular,78,4,NO,69.8,72,44.4,YES,YES,65,52.4,70.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,02,Clark,02177.1,Watson ES,Regular,40.5,2,YES,40,30.2,<5,YES,YES,43.1,32.2,40.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.6,NO,N/A,YES,NO,N/A,NO,N/A
2026,02,Clark,02178.1,Alamo ES,Regular,56,3,YES,55.5,50.6,14.5,YES,YES,55.7,43.8,55.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,NO,N/A,NO,YES,2,NO,N/A
