"Group Summary Report"
"Cohort 4Yr Graduation Rates (Reported for Prior School Year)"

"Organization Code",Group,"Accountability Year","Graduating Class of","Total Students","Total Graduates","Graduation Rate","# Total Adult Diploma","% Adult Diploma","# Total Advanced Diploma","% Advanced Diploma","# Total Alternative Diploma","% Alternative Diploma","# Total College and Career Ready Diploma","% College and Career Ready Diploma","# Total Standard Diploma","% Standard Diploma","# Total Adjusted Diploma","% Adjusted Diploma","# Certificates of Attendance","% Certificates of Attendance","# HSE","% HSE"
03502,"George Whittell High School",2023-2024,2022-2023,24,23,>95,-,-,10,41.6,-,-,-,-,10,41.6,-,-,*,*,-,-
03502,"George Whittell High School",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03502,"George Whittell High School",2025-2026,2024-2025,24,22,91.6,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03503,"Jacobsen High China Spring YC",2014-2015,2013-2014,31,13,41.9,-,-,-,-,*,*,*,*,-,-,-,-,-,-,12,38.7
03503,"Jacobsen High China Spring YC",2015-2016,2014-2015,17,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
03503,"Jacobsen High China Spring YC",2016-2017,2015-2016,16,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
03503,"Jacobsen High China Spring YC",2017-2018,2016-2017,12,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
03503,"Jacobsen High China Spring YC",2018-2019,2017-2018,19,12,63.1,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03503,"Jacobsen High China Spring YC",2019-2020,2018-2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2020-2021,2019-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2021-2022,2020-2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2022-2023,2021-2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2023-2024,2022-2023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03503,"Jacobsen High School",2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03504,"ASPIRE Academy High School",2014-2015,2013-2014,30,24,80.0,-,-,-,-,*,*,*,*,15,50.0,-,-,-,-,-,-
03504,"ASPIRE Academy High School",2015-2016,2014-2015,25,23,92.0,-,-,-,-,*,*,*,*,16,64.0,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2016-2017,2015-2016,42,37,88.0,11,26.1,-,-,*,*,*,*,25,59.5,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2017-2018,2016-2017,38,28,73.6,15,39.4,-,-,*,*,*,*,13,34.2,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2018-2019,2017-2018,39,21,53.8,11,28.2,-,-,-,-,-,-,10,25.6,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2019-2020,2018-2019,38,34,89.4,11,28.9,-,-,-,-,-,-,23,60.5,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2020-2021,2019-2020,33,20,60.6,-,-,-,-,-,-,-,-,17,51.5,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2021-2022,2020-2021,20,13,65.0,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2022-2023,2021-2022,25,11,44.0,11,44.0,-,-,-,-,-,-,10,40.0,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2023-2024,2022-2023,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2024-2025,2023-2024,29,16,55.1,-,-,-,-,-,-,-,-,11,37.9,-,-,*,*,-,-
03504,"ASPIRE Academy High School",2025-2026,2024-2025,37,18,48.6,-,-,-,-,-,-,-,-,12,32.4,-,-,*,*,-,-
03601,"Douglas Nevada Online",2021-2022,2020-2021,60,39,65.0,-,-,-,-,-,-,-,-,30,50.0,-,-,*,*,-,-
03601,"Douglas Nevada Online",2022-2023,2021-2022,32,21,65.6,-,-,-,-,-,-,-,-,16,50.0,-,-,*,*,-,-
03601,"Douglas Nevada Online",2023-2024,2022-2023,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03601,"Douglas Nevada Online",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03601,"Douglas Nevada Online",2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2014-2015,2013-2014,23,13,56.5,12,52.1,-,-,*,*,*,*,-,-,-,-,-,-,-,-
03903,"Douglas County Adult School",2015-2016,2014-2015,13,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
03903,"Douglas County Adult School",2016-2017,2015-2016,-,-,-,-,-,-,-,*,-,*,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2017-2018,2016-2017,16,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
03903,"Douglas County Adult School",2018-2019,2017-2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2019-2020,2018-2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2020-2021,2019-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2021-2022,2020-2021,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03903,"Douglas County Adult School",2022-2023,2021-2022,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,11,73.3
03903,"Douglas County Adult School",2023-2024,2022-2023,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
03903,"Douglas County Adult School",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
03903,"Douglas County Adult School",2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04,Elko,2014-2015,2013-2014,757,581,76.7,14,<3,185,24.4,*,*,*,*,379,50.0,21,<3,*,*,14,<3
04,Elko,2015-2016,2014-2015,720,576,80.0,-,-,192,26.6,*,*,*,*,379,52.6,28,3.8,*,*,-,-
04,Elko,2016-2017,2015-2016,677,576,85.0,-,-,184,27.1,*,*,*,*,390,57.6,26,3.8,*,*,-,-
04,Elko,2017-2018,2016-2017,721,638,88.4,-,-,212,29.4,*,*,*,*,425,58.9,-,-,*,*,-,-
04,Elko,2018-2019,2017-2018,685,629,91.8,-,-,219,31.9,-,-,-,-,410,59.8,-,-,*,*,-,-
04,Elko,2019-2020,2018-2019,674,565,83.8,-,-,138,20.4,-,-,96,14.2,326,48.3,20,<3,*,*,-,-
04,Elko,2020-2021,2019-2020,685,565,82.4,-,-,112,16.3,-,-,99,14.4,352,51.3,24,3.5,*,*,12,<3
04,Elko,2021-2022,2020-2021,665,530,79.6,-,-,153,23.0,-,-,70,10.5,301,45.2,27,4.0,*,*,10,<3
04,Elko,2022-2023,2021-2022,690,555,80.4,-,-,166,24.0,-,-,60,8.6,327,47.3,31,4.4,*,*,19,<3
04,Elko,2023-2024,2022-2023,722,603,83.5,-,-,161,22.2,-,-,85,11.7,352,48.7,22,3.0,*,*,20,<3
04,Elko,2024-2025,2023-2024,732,607,82.9,-,-,140,19.1,-,-,79,10.7,384,52.4,19,<3,*,*,23,3.1
04,Elko,2025-2026,2024-2025,772,640,82.9,10,<3,233,30.1,-,-,50,6.4,349,45.2,20,<3,*,*,15,<3
04601,"Carlin High School",2014-2015,2013-2014,34,24,70.5,-,-,19,55.8,*,*,*,*,-,-,-,-,-,-,-,-
04601,"Carlin High School",2015-2016,2014-2015,51,26,50.9,-,-,-,-,*,*,*,*,19,37.2,-,-,*,*,-,-
04601,"Carlin High School",2016-2017,2015-2016,27,21,77.7,-,-,10,37.0,*,*,*,*,11,40.7,-,-,*,*,-,-
04601,"Carlin High School",2017-2018,2016-2017,28,25,89.2,-,-,-,-,*,*,*,*,25,89.2,-,-,*,*,-,-
04601,"Carlin High School",2018-2019,2017-2018,17,17,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04601,"Carlin High School",2019-2020,2018-2019,20,15,75.0,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04601,"Carlin High School",2020-2021,2019-2020,13,10,76.9,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04601,"Carlin High School",2021-2022,2020-2021,17,12,70.5,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04601,"Carlin High School",2022-2023,2021-2022,18,14,77.7,-,-,-,-,-,-,-,-,12,66.6,-,-,*,*,-,-
04601,"Carlin High School",2023-2024,2022-2023,18,16,88.8,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04601,"Carlin High School",2024-2025,2023-2024,19,16,84.2,-,-,-,-,-,-,-,-,14,73.6,-,-,*,*,-,-
04601,"Carlin High School",2025-2026,2024-2025,25,21,84.0,-,-,-,-,-,-,-,-,16,64.0,-,-,*,*,-,-
04602,"Wells High School",2014-2015,2013-2014,30,25,83.3,-,-,12,40.0,*,*,*,*,12,40.0,-,-,-,-,-,-
04602,"Wells High School",2015-2016,2014-2015,26,20,76.9,-,-,-,-,*,*,*,*,13,50.0,-,-,*,*,-,-
04602,"Wells High School",2016-2017,2015-2016,24,18,75.0,-,-,-,-,*,*,*,*,12,50.0,-,-,*,*,-,-
04602,"Wells High School",2017-2018,2016-2017,32,31,>95,-,-,10,31.2,*,*,*,*,20,62.5,-,-,*,*,-,-
04602,"Wells High School",2018-2019,2017-2018,30,29,>95,-,-,14,46.6,-,-,-,-,15,50.0,-,-,*,*,-,-
04602,"Wells High School",2019-2020,2018-2019,19,16,84.2,-,-,-,-,-,-,-,-,11,57.8,-,-,*,*,-,-
04602,"Wells High School",2020-2021,2019-2020,22,21,>95,-,-,-,-,-,-,-,-,12,54.5,-,-,*,*,-,-
04602,"Wells High School",2021-2022,2020-2021,23,23,>95,-,-,-,-,-,-,-,-,13,56.5,-,-,*,*,-,-
04602,"Wells High School",2022-2023,2021-2022,25,24,>95,-,-,-,-,-,-,11,44.0,13,52.0,-,-,*,*,-,-
04602,"Wells High School",2023-2024,2022-2023,24,24,>95,-,-,-,-,-,-,10,41.6,12,50.0,-,-,*,*,-,-
04602,"Wells High School",2024-2025,2023-2024,28,25,89.2,-,-,-,-,-,-,-,-,14,50.0,-,-,*,*,-,-
04602,"Wells High School",2025-2026,2024-2025,26,26,>95,-,-,-,-,-,-,10,38.4,14,53.8,-,-,*,*,-,-
04603,"Elko High School",2014-2015,2013-2014,285,236,82.8,-,-,63,22.1,*,*,*,*,173,60.7,-,-,17,5.9,-,-
04603,"Elko High School",2015-2016,2014-2015,280,261,93.2,-,-,76,27.1,*,*,*,*,185,66.0,-,-,*,*,-,-
04603,"Elko High School",2016-2017,2015-2016,284,256,90.1,-,-,61,21.4,*,*,*,*,195,68.6,-,-,*,*,-,-
04603,"Elko High School",2017-2018,2016-2017,304,280,92.1,-,-,77,25.3,*,*,*,*,203,66.7,-,-,*,*,-,-
04603,"Elko High School",2018-2019,2017-2018,313,289,92.3,-,-,86,27.4,-,-,-,-,203,64.8,-,-,*,*,-,-
04603,"Elko High School",2019-2020,2018-2019,302,257,85.0,-,-,83,27.4,-,-,13,<5,161,53.3,10,<5,*,*,-,-
04603,"Elko High School",2020-2021,2019-2020,313,263,84.0,-,-,62,19.8,-,-,27,8.6,174,55.5,17,5.4,*,*,-,-
04603,"Elko High School",2021-2022,2020-2021,296,235,79.3,-,-,102,34.4,-,-,-,-,133,44.9,21,7.0,*,*,-,-
04603,"Elko High School",2022-2023,2021-2022,287,234,81.5,-,-,95,33.1,-,-,-,-,139,48.4,22,7.6,*,*,-,-
04603,"Elko High School",2023-2024,2022-2023,294,249,84.6,-,-,97,32.9,-,-,-,-,152,51.7,17,5.7,*,*,-,-
04603,"Elko High School",2024-2025,2023-2024,313,280,89.4,-,-,109,34.8,-,-,-,-,171,54.6,12,<5,*,*,-,-
04603,"Elko High School",2025-2026,2024-2025,327,290,88.6,-,-,124,37.9,-,-,-,-,166,50.7,13,<5,*,*,-,-
04604,"Owyhee High School all NV & Idaho only",2014-2015,2013-2014,17,-,-,-,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-
04604,"Owyhee High School all NV & Idaho only",2015-2016,2014-2015,10,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04604,"Owyhee High School all NV & Idaho only",2016-2017,2015-2016,19,12,63.1,-,-,-,-,*,*,*,*,10,52.6,-,-,*,*,-,-
04604,"Owyhee High School all NV & Idaho only",2017-2018,2016-2017,16,15,93.7,-,-,-,-,*,*,*,*,10,62.5,-,-,*,*,-,-
04604,"Owyhee High School all NV & Idaho only",2018-2019,2017-2018,18,16,88.8,-,-,-,-,-,-,-,-,14,77.7,-,-,*,*,-,-
04604,"Owyhee High School all NV & Idaho only",2019-2020,2018-2019,17,15,88.2,-,-,-,-,-,-,-,-,12,70.5,-,-,*,*,-,-
04604,"Owyhee High School",2020-2021,2019-2020,23,16,69.5,-,-,-,-,-,-,-,-,12,52.1,-,-,*,*,-,-
04604,"Owyhee High School",2021-2022,2020-2021,20,17,85.0,-,-,-,-,-,-,-,-,13,65.0,-,-,*,*,-,-
04604,"Owyhee High School",2022-2023,2021-2022,25,17,68.0,-,-,-,-,-,-,-,-,11,44.0,-,-,*,*,-,-
04604,"Owyhee High School",2023-2024,2022-2023,20,11,55.0,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04604,"Owyhee High School",2024-2025,2023-2024,29,19,65.5,-,-,-,-,-,-,-,-,15,51.7,-,-,*,*,-,-
04604,"Owyhee High School",2025-2026,2024-2025,25,13,52.0,-,-,-,-,-,-,-,-,12,48.0,-,-,*,*,-,-
04605,"Jackpot High School",2014-2015,2013-2014,24,22,91.6,-,-,10,41.6,*,*,*,*,12,50.0,-,-,-,-,-,-
04605,"Jackpot High School",2015-2016,2014-2015,13,12,92.3,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2016-2017,2015-2016,10,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2017-2018,2016-2017,15,14,93.3,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2018-2019,2017-2018,14,14,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2019-2020,2018-2019,10,10,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2020-2021,2019-2020,13,12,92.3,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2021-2022,2020-2021,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2022-2023,2021-2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04605,"Jackpot High School",2023-2024,2022-2023,13,13,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04605,"Jackpot High School",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04605,"Jackpot High School",2025-2026,2024-2025,14,10,71.4,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04606,"Spring Creek High",2014-2015,2013-2014,219,186,84.9,-,-,64,29.2,*,*,*,*,120,54.7,10,<5,-,-,-,-
04606,"Spring Creek High",2015-2016,2014-2015,201,176,87.5,-,-,73,36.3,*,*,*,*,103,51.2,15,7.4,*,*,-,-
04606,"Spring Creek High",2016-2017,2015-2016,222,196,88.2,-,-,86,38.7,*,*,*,*,110,49.5,13,5.8,*,*,-,-
04606,"Spring Creek High",2017-2018,2016-2017,214,198,92.5,-,-,90,42.0,*,*,*,*,108,50.4,-,-,*,*,-,-
04606,"Spring Creek High",2018-2019,2017-2018,203,195,>95,-,-,92,45.3,-,-,-,-,103,50.7,-,-,*,*,-,-
04606,"Spring Creek High",2019-2020,2018-2019,209,191,91.3,-,-,26,12.4,-,-,65,31.1,96,45.9,-,-,*,*,-,-
04606,"Spring Creek High School",2020-2021,2019-2020,212,184,86.7,-,-,33,15.5,-,-,48,22.6,103,48.5,-,-,*,*,-,-
04606,"Spring Creek High School",2021-2022,2020-2021,173,155,89.5,-,-,27,15.6,-,-,46,26.5,80,46.2,-,-,*,*,-,-
04606,"Spring Creek High School",2022-2023,2021-2022,177,161,90.9,-,-,39,22.0,-,-,37,20.9,83,46.8,-,-,*,*,-,-
04606,"Spring Creek High School",2023-2024,2022-2023,199,185,92.9,-,-,33,16.5,-,-,53,26.6,97,48.7,-,-,*,*,-,-
04606,"Spring Creek High School",2024-2025,2023-2024,190,175,92.1,-,-,16,8.4,-,-,49,25.7,110,57.8,-,-,*,*,-,-
04606,"Spring Creek High School",2025-2026,2024-2025,211,188,89.0,-,-,59,27.9,-,-,29,13.7,97,45.9,-,-,*,*,-,-
04607,"West Wendover High School",2014-2015,2013-2014,85,67,78.8,-,-,15,17.6,*,*,*,*,49,57.6,-,-,-,-,-,-
04607,"West Wendover High School",2015-2016,2014-2015,88,48,54.5,-,-,15,17.0,*,*,*,*,33,37.5,-,-,*,*,-,-
04607,"West Wendover High School",2016-2017,2015-2016,59,50,84.7,-,-,11,18.6,*,*,*,*,39,66.1,-,-,*,*,-,-
04607,"West Wendover High School",2017-2018,2016-2017,82,70,85.3,-,-,22,26.8,*,*,*,*,48,58.5,-,-,*,*,-,-
04607,"West Wendover High School",2018-2019,2017-2018,77,67,87.0,-,-,10,12.9,-,-,-,-,57,74.0,-,-,*,*,-,-
04607,"West Wendover High School",2019-2020,2018-2019,75,56,74.6,-,-,16,21.3,-,-,10,13.3,30,40.0,-,-,*,*,-,-
04607,"West Wendover High School",2020-2021,2019-2020,55,46,83.6,-,-,-,-,-,-,11,20.0,26,47.2,-,-,*,*,-,-
04607,"West Wendover High School",2021-2022,2020-2021,64,53,82.8,-,-,11,17.1,-,-,-,-,30,46.8,-,-,*,*,-,-
04607,"West Wendover High School",2022-2023,2021-2022,77,71,92.2,-,-,18,23.3,-,-,11,14.2,42,54.5,-,-,*,*,-,-
04607,"West Wendover High School",2023-2024,2022-2023,81,77,95.0,-,-,12,14.8,-,-,19,23.4,45,55.5,-,-,*,*,-,-
04607,"West Wendover High School",2024-2025,2023-2024,79,74,93.6,-,-,-,-,-,-,20,25.3,46,58.2,-,-,*,*,-,-
04607,"West Wendover High School",2025-2026,2024-2025,74,69,93.2,-,-,33,44.5,-,-,-,-,25,33.7,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2015-2016,2014-2015,17,12,70.5,-,-,-,-,*,*,*,*,12,70.5,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2016-2017,2015-2016,21,12,57.1,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2017-2018,2016-2017,10,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2018-2019,2017-2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04610,"Northeastern Nevada Virtual Academy",2019-2020,2018-2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04610,"Northeastern Nevada Virtual Academy",2020-2021,2019-2020,14,11,78.5,-,-,-,-,-,-,-,-,10,71.4,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2021-2022,2020-2021,31,25,80.6,-,-,-,-,-,-,-,-,18,58.0,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2022-2023,2021-2022,38,25,65.7,-,-,-,-,-,-,-,-,20,52.6,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2023-2024,2022-2023,33,24,72.7,-,-,-,-,-,-,-,-,22,66.6,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2024-2025,2023-2024,26,10,38.4,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04610,"Northeastern Nevada Virtual Academy",2025-2026,2024-2025,26,15,57.6,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04902,"Adult Education",2014-2015,2013-2014,63,13,20.6,11,17.4,-,-,*,*,*,*,-,-,-,-,-,-,13,20.6
04902,"Adult Education",2015-2016,2014-2015,34,12,35.2,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04902,"Adult Education",2016-2017,2015-2016,11,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04902,"Adult Education",2017-2018,2016-2017,20,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
04902,"Adult Education",2018-2019,2017-2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04902,"Adult Education",2019-2020,2018-2019,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04902,"Adult Education",2020-2021,2019-2020,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,11,55.0
04902,"Adult Education",2021-2022,2020-2021,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,10,33.3
04902,"Adult Education",2022-2023,2021-2022,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,19,57.5
04902,"Adult Education",2023-2024,2022-2023,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,17,56.6
04902,"Elko County Adult Education",2024-2025,2023-2024,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,20,62.5
04902,"Elko County Adult Education",2025-2026,2024-2025,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,15,42.8
04908,"Battle Born Youth Challenge Academy",2022-2023,2021-2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04908,"Battle Born Youth Challenge Academy",2023-2024,2022-2023,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
04908,"Battle Born Youth Challenge Academy",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
04908,"Battle Born Youth Challenge Academy",2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05,Esmeralda,2021-2022,2020-2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05,Esmeralda,2023-2024,2022-2023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05,Esmeralda,2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05,Esmeralda,2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05501,"Esmeralda Virtual High School",2021-2022,2020-2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05501,"Esmeralda Virtual High School",2023-2024,2022-2023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05501,"Esmeralda Virtual High School",2024-2025,2023-2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
05501,"Esmeralda Virtual High School",2025-2026,2024-2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-
06,Eureka,2014-2015,2013-2014,22,19,86.3,-,-,-,-,*,*,*,*,10,45.4,-,-,*,*,-,-
06,Eureka,2015-2016,2014-2015,19,19,>95,-,-,10,52.6,*,*,*,*,-,-,-,-,*,*,-,-
06,Eureka,2016-2017,2015-2016,23,23,>95,-,-,14,60.8,*,*,*,*,-,-,-,-,*,*,-,-
06,Eureka,2017-2018,2016-2017,18,18,>95,-,-,-,-,*,*,*,*,13,72.2,-,-,*,*,-,-
06,Eureka,2018-2019,2017-2018,14,14,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06,Eureka,2019-2020,2018-2019,15,14,93.3,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06,Eureka,2020-2021,2019-2020,11,10,90.9,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06,Eureka,2021-2022,2020-2021,15,11,73.3,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06,Eureka,2022-2023,2021-2022,22,22,>95,-,-,-,-,-,-,-,-,11,50.0,-,-,*,*,-,-
06,Eureka,2023-2024,2022-2023,17,17,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06,Eureka,2024-2025,2023-2024,24,24,>95,-,-,-,-,-,-,-,-,13,54.1,-,-,*,*,-,-
06,Eureka,2025-2026,2024-2025,30,29,>95,-,-,10,33.3,-,-,-,-,14,46.6,-,-,*,*,-,-
06601,"Eureka County High School",2014-2015,2013-2014,20,19,95.0,-,-,-,-,*,*,*,*,10,50.0,-,-,-,-,-,-
06601,"Eureka County High School",2015-2016,2014-2015,19,19,>95,-,-,10,52.6,*,*,*,*,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2016-2017,2015-2016,23,23,>95,-,-,14,60.8,*,*,*,*,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2017-2018,2016-2017,18,18,>95,-,-,-,-,*,*,*,*,13,72.2,-,-,*,*,-,-
06601,"Eureka County High School",2018-2019,2017-2018,14,14,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2019-2020,2018-2019,15,14,93.3,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2020-2021,2019-2020,11,10,90.9,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2021-2022,2020-2021,15,11,73.3,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2022-2023,2021-2022,22,22,>95,-,-,-,-,-,-,-,-,11,50.0,-,-,*,*,-,-
06601,"Eureka County High School",2023-2024,2022-2023,17,17,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
06601,"Eureka County High School",2024-2025,2023-2024,24,24,>95,-,-,-,-,-,-,-,-,13,54.1,-,-,*,*,-,-
06601,"Eureka County High School",2025-2026,2024-2025,30,29,>95,-,-,10,33.3,-,-,-,-,14,46.6,-,-,*,*,-,-
07,Humboldt,2014-2015,2013-2014,244,193,79.0,-,-,64,26.2,*,*,*,*,129,52.8,15,6.1,*,*,-,-
07,Humboldt,2015-2016,2014-2015,241,200,82.9,-,-,75,31.1,*,*,*,*,124,51.4,-,-,*,*,-,-
07,Humboldt,2016-2017,2015-2016,252,193,76.5,10,<5,66,26.1,*,*,*,*,117,46.4,13,5.1,*,*,-,-
07,Humboldt,2017-2018,2016-2017,238,213,89.4,10,<5,77,32.3,*,*,*,*,126,52.9,-,-,*,*,-,-
07,Humboldt,2018-2019,2017-2018,256,232,90.6,15,5.8,39,15.2,-,-,-,-,178,69.5,-,-,*,*,-,-
07,Humboldt,2019-2020,2018-2019,252,217,86.1,16,6.3,62,24.6,-,-,-,-,138,54.7,-,-,*,*,-,-
07,Humboldt,2020-2021,2019-2020,264,241,91.2,27,10.2,61,23.1,-,-,-,-,153,57.9,-,-,*,*,-,-
07,Humboldt,2021-2022,2020-2021,208,196,94.2,27,12.9,50,24.0,-,-,-,-,114,54.8,-,-,*,*,-,-
